account_id,snapshot_month,account_status,api_calls_latest,api_mom_pct,api_3m_pct,seat_utilization,credit_utilization,status_sort,recommended_action
ACC_0465,2026-08-01,Low Adoption,152344,-0.115,-0.073,0.497,0.569,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0466,2026-08-01,Expansion Opportunity,25843,0.344,0.727,1.0,0.546,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0467,2026-08-01,Healthy,4510,0.115,0.003,1.0,0.943,4,Monitor - no action required
ACC_0468,2026-08-01,Expansion Opportunity,66038,0.09,0.386,0.608,1.069,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0469,2026-08-01,Healthy,203449,0.133,0.43,0.618,0.336,4,Monitor - no action required
ACC_0470,2026-08-01,Healthy,14962,0.351,0.527,0.75,0.657,4,Monitor - no action required
ACC_0471,2026-08-01,Healthy,4958,0.12,-0.005,0.5,0.399,4,Monitor - no action required
ACC_0472,2026-08-01,Healthy,35346,0.07,0.449,0.65,0.373,4,Monitor - no action required
ACC_0473,2026-08-01,Healthy,154956,-0.134,-0.072,0.825,0.647,4,Monitor - no action required
ACC_0474,2026-08-01,Churn Risk,30379,-0.564,-0.895,0.076,0.11,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0475,2026-08-01,Expansion Opportunity,11997,0.301,0.512,1.0,0.568,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0476,2026-08-01,Churn Risk,1203,-0.456,-0.861,0.143,0.074,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0477,2026-08-01,Healthy,9620,0.057,0.182,0.909,0.673,4,Monitor - no action required
ACC_0478,2026-08-01,Churn Risk,12027,-0.518,-0.876,0.067,0.064,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0479,2026-08-01,Churn Risk,409,-0.535,-0.902,0.067,0.051,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0480,2026-08-01,Healthy,31656,0.231,0.785,0.632,0.735,4,Monitor - no action required
ACC_0481,2026-08-01,Healthy,5279,0.058,0.211,0.9,0.664,4,Monitor - no action required
ACC_0482,2026-08-01,Expansion Opportunity,16593,0.352,0.656,0.938,0.478,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0483,2026-08-01,Healthy,27232,0.066,0.055,0.753,0.393,4,Monitor - no action required
ACC_0484,2026-08-01,Expansion Opportunity,10820,0.285,0.815,0.545,1.176,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0485,2026-08-01,Churn Risk,42760,-0.476,-0.851,0.07,0.063,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0486,2026-08-01,Healthy,249411,0.54,0.056,0.935,1.176,4,Monitor - no action required
ACC_0487,2026-08-01,Churn Risk,389,-0.505,-0.862,0.111,0.08,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0488,2026-08-01,Healthy,22196,0.103,-0.005,0.952,0.625,4,Monitor - no action required
ACC_0489,2026-08-01,Healthy,308432,0.181,0.703,0.517,0.424,4,Monitor - no action required
ACC_0490,2026-08-01,Healthy,12560,0.161,0.541,0.567,0.499,4,Monitor - no action required
ACC_0491,2026-08-01,Healthy,208667,0.137,-0.022,0.943,0.352,4,Monitor - no action required
ACC_0492,2026-08-01,Expansion Opportunity,219961,0.105,0.309,0.886,0.841,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0493,2026-08-01,Churn Risk,4540,-0.519,-0.888,0.059,0.062,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0494,2026-08-01,Expansion Opportunity,494896,0.121,0.444,0.71,1.176,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0495,2026-08-01,Churn Risk,4760,-0.489,-0.876,0.061,0.13,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0496,2026-08-01,Expansion Opportunity,17712,0.223,0.42,0.667,1.06,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0497,2026-08-01,Low Adoption,254993,-0.013,0.171,0.48,0.417,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0498,2026-08-01,Healthy,2812,0.018,0.083,0.636,0.8,4,Monitor - no action required
ACC_0499,2026-08-01,Healthy,3899,-0.073,0.017,0.8,0.848,4,Monitor - no action required
ACC_0500,2026-08-01,Expansion Opportunity,68394,0.321,1.054,1.0,0.583,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0501,2026-08-01,Expansion Opportunity,73794,0.159,0.876,0.664,1.11,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0502,2026-08-01,Churn Risk,9558,-0.547,-0.883,0.061,0.151,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0503,2026-08-01,Healthy,297916,-0.065,-0.014,0.613,0.408,4,Monitor - no action required
ACC_0504,2026-08-01,Expansion Opportunity,66569,0.321,0.797,1.0,1.176,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0505,2026-08-01,Healthy,36191,0.1,0.192,0.698,0.969,4,Monitor - no action required
ACC_0506,2026-08-01,Churn Risk,49935,-0.49,-0.856,0.092,0.061,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0507,2026-08-01,Healthy,305547,0.15,0.99,0.626,0.389,4,Monitor - no action required
ACC_0508,2026-08-01,Healthy,6017,-0.263,-0.102,0.5,0.318,4,Monitor - no action required
ACC_0509,2026-08-01,Churn Risk,6706,-0.522,-0.898,0.05,0.057,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0510,2026-08-01,Healthy,129914,-0.095,-0.05,0.737,0.432,4,Monitor - no action required
ACC_0511,2026-08-01,Churn Risk,24979,-0.499,-0.849,0.079,0.102,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0512,2026-08-01,Churn Risk,29366,-0.553,-0.873,0.124,0.06,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0513,2026-08-01,Healthy,14696,-0.144,-0.178,0.605,0.432,4,Monitor - no action required
ACC_0514,2026-08-01,Low Adoption,186280,-0.035,-0.062,0.463,1.155,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0515,2026-08-01,Churn Risk,1803,-0.529,-0.891,0.06,0.108,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0516,2026-08-01,Churn Risk,5094,-0.541,-0.873,0.069,0.066,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0517,2026-08-01,Healthy,4232,-0.128,-0.038,0.5,0.498,4,Monitor - no action required
ACC_0518,2026-08-01,Healthy,362217,-0.013,-0.12,0.586,1.124,4,Monitor - no action required
ACC_0519,2026-08-01,Healthy,6212,0.352,0.303,0.615,0.612,4,Monitor - no action required
ACC_0520,2026-08-01,Churn Risk,363,-0.495,-0.89,0.125,0.083,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0521,2026-08-01,Churn Risk,5405,-0.451,-0.858,0.074,0.073,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0522,2026-08-01,Expansion Opportunity,46652,0.35,0.61,1.0,0.473,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0523,2026-08-01,Healthy,7201,0.124,0.115,0.75,0.608,4,Monitor - no action required
ACC_0524,2026-08-01,Churn Risk,792,-0.542,-0.87,0.143,0.062,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0525,2026-08-01,Expansion Opportunity,36216,0.141,0.823,0.816,0.606,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0526,2026-08-01,Churn Risk,940,-0.457,-0.876,0.25,0.076,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0527,2026-08-01,Healthy,6485,-0.257,-0.021,0.6,0.62,4,Monitor - no action required
ACC_0528,2026-08-01,Healthy,255814,-0.095,0.087,0.914,0.644,4,Monitor - no action required
ACC_0529,2026-08-01,Healthy,38969,0.118,0.827,0.567,0.712,4,Monitor - no action required
ACC_0530,2026-08-01,Low Adoption,6780,-0.129,-0.003,0.478,0.67,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0531,2026-08-01,Healthy,3640,-0.143,-0.094,0.778,0.55,4,Monitor - no action required
ACC_0532,2026-08-01,Churn Risk,1207,-0.468,-0.874,0.167,0.044,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0533,2026-08-01,Expansion Opportunity,32921,0.206,0.312,0.889,0.691,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0534,2026-08-01,Churn Risk,1283,-0.522,-0.884,0.125,0.04,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0535,2026-08-01,Churn Risk,908,-0.544,-0.893,0.083,0.071,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0536,2026-08-01,Healthy,34406,0.053,-0.003,0.547,0.61,4,Monitor - no action required
ACC_0537,2026-08-01,Churn Risk,19075,-0.494,-0.881,0.093,0.083,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0538,2026-08-01,Churn Risk,7186,-0.493,-0.868,0.061,0.118,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0539,2026-08-01,Low Adoption,16285,-0.155,-0.077,0.469,0.501,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0540,2026-08-01,Churn Risk,22612,-0.484,-0.873,0.076,0.072,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0541,2026-08-01,Expansion Opportunity,435639,0.159,0.49,0.706,1.103,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0542,2026-08-01,Churn Risk,956,-0.44,-0.858,0.25,0.077,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0543,2026-08-01,Healthy,346431,0.112,0.635,0.743,0.398,4,Monitor - no action required
ACC_0544,2026-08-01,Churn Risk,43173,-0.459,-0.891,0.063,0.086,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0545,2026-08-01,Healthy,10638,0.299,0.099,0.6,0.442,4,Monitor - no action required
ACC_0546,2026-08-01,Expansion Opportunity,47154,0.046,0.679,0.802,0.72,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0547,2026-08-01,Churn Risk,12107,-0.444,-0.85,0.051,0.044,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0548,2026-08-01,Expansion Opportunity,7656,0.31,0.809,0.875,0.786,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0549,2026-08-01,Churn Risk,3525,-0.502,-0.859,0.077,0.081,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0550,2026-08-01,Healthy,54633,-0.126,-0.132,0.787,0.288,4,Monitor - no action required
ACC_0551,2026-08-01,Churn Risk,327,-0.509,-0.865,0.062,0.066,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0552,2026-08-01,Healthy,8837,-0.151,-0.224,0.511,0.402,4,Monitor - no action required
ACC_0553,2026-08-01,Churn Risk,40775,-0.458,-0.871,0.105,0.046,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0554,2026-08-01,Expansion Opportunity,67857,0.156,0.556,1.0,0.863,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0555,2026-08-01,Churn Risk,942,-0.477,-0.868,0.125,0.135,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0556,2026-08-01,Healthy,3145,0.047,0.137,1.0,0.587,4,Monitor - no action required
ACC_0557,2026-08-01,Churn Risk,2664,-0.524,-0.865,0.111,0.081,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0558,2026-08-01,Healthy,319156,0.361,0.872,0.784,0.687,4,Monitor - no action required
ACC_0559,2026-08-01,Churn Risk,3019,-0.523,-0.899,0.075,0.074,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0560,2026-08-01,Healthy,108167,-0.258,-0.17,0.514,0.475,4,Monitor - no action required
ACC_0561,2026-08-01,Churn Risk,930,-0.497,-0.863,0.125,0.145,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0562,2026-08-01,Churn Risk,280,-0.502,-0.849,0.077,0.077,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0563,2026-08-01,Healthy,35337,0.26,0.86,0.586,0.642,4,Monitor - no action required
ACC_0564,2026-08-01,Churn Risk,924,-0.493,-0.878,0.083,0.055,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0565,2026-08-01,Healthy,49027,-0.055,-0.063,0.5,0.335,4,Monitor - no action required
ACC_0566,2026-08-01,Churn Risk,24036,-0.446,-0.872,0.064,0.065,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0567,2026-08-01,Healthy,3794,-0.21,0.116,0.5,0.482,4,Monitor - no action required
ACC_0568,2026-08-01,Low Adoption,49355,0.09,0.846,0.478,0.83,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0569,2026-08-01,Low Adoption,3569,-0.054,0.038,0.333,0.909,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0570,2026-08-01,Healthy,260864,-0.131,-0.103,0.604,0.834,4,Monitor - no action required
ACC_0571,2026-08-01,Expansion Opportunity,151969,0.317,1.113,0.804,0.547,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0572,2026-08-01,Healthy,37042,-0.107,0.069,0.505,0.694,4,Monitor - no action required
ACC_0573,2026-08-01,Churn Risk,507,-0.514,-0.901,0.1,0.119,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0574,2026-08-01,Low Adoption,3982,-0.1,0.015,0.467,0.417,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0575,2026-08-01,Healthy,244056,0.321,0.251,0.621,0.482,4,Monitor - no action required
ACC_0576,2026-08-01,Healthy,303488,0.117,0.502,0.541,0.719,4,Monitor - no action required
ACC_0577,2026-08-01,Expansion Opportunity,66767,0.312,0.624,0.92,1.176,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0578,2026-08-01,Churn Risk,27633,-0.543,-0.887,0.054,0.128,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0579,2026-08-01,Healthy,58716,0.055,0.044,0.722,0.559,4,Monitor - no action required
ACC_0580,2026-08-01,Expansion Opportunity,10255,0.267,0.742,0.9,0.553,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0581,2026-08-01,Low Adoption,41788,0.243,-0.053,0.483,0.777,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0582,2026-08-01,Churn Risk,8543,-0.526,-0.894,0.079,0.08,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0583,2026-08-01,Churn Risk,3145,-0.553,-0.883,0.075,0.103,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0584,2026-08-01,Churn Risk,2160,-0.508,-0.88,0.06,0.072,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0585,2026-08-01,Healthy,3454,-0.099,0.057,0.571,0.475,4,Monitor - no action required
ACC_0586,2026-08-01,Expansion Opportunity,110641,0.122,0.607,0.842,0.505,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0587,2026-08-01,Churn Risk,36509,-0.525,-0.866,0.059,0.129,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0588,2026-08-01,Healthy,29131,0.207,0.005,0.686,1.068,4,Monitor - no action required
ACC_0589,2026-08-01,Expansion Opportunity,9731,0.263,0.646,1.0,0.431,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0590,2026-08-01,Healthy,17316,0.193,0.743,0.786,0.877,4,Monitor - no action required
ACC_0591,2026-08-01,Expansion Opportunity,32467,0.247,0.409,0.951,0.666,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0592,2026-08-01,Healthy,168816,0.089,0.09,1.0,0.367,4,Monitor - no action required
ACC_0593,2026-08-01,Churn Risk,25495,-0.502,-0.859,0.092,0.088,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0594,2026-08-01,Healthy,14353,0.234,-0.006,0.863,1.167,4,Monitor - no action required
ACC_0595,2026-08-01,Churn Risk,5526,-0.532,-0.878,0.087,0.091,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0596,2026-08-01,Churn Risk,905,-0.493,-0.876,0.2,0.062,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0597,2026-08-01,Healthy,293287,0.057,0.544,0.63,0.88,4,Monitor - no action required
ACC_0598,2026-08-01,Churn Risk,463,-0.428,-0.873,0.059,0.085,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0599,2026-08-01,Churn Risk,1169,-0.49,-0.886,0.071,0.073,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0600,2026-08-01,Churn Risk,4271,-0.485,-0.89,0.051,0.071,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0601,2026-08-01,Churn Risk,19881,-0.505,-0.873,0.083,0.073,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0602,2026-08-01,Churn Risk,14625,-0.573,-0.886,0.126,0.053,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0603,2026-08-01,Low Adoption,267394,0.352,0.877,0.469,0.508,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0604,2026-08-01,Healthy,7577,0.276,0.782,0.625,0.64,4,Monitor - no action required
ACC_0605,2026-08-01,Healthy,5258,0.392,0.168,0.556,0.736,4,Monitor - no action required
ACC_0606,2026-08-01,Healthy,3103,0.035,-0.095,0.5,0.492,4,Monitor - no action required
ACC_0607,2026-08-01,Healthy,16165,-0.146,-0.075,0.597,0.435,4,Monitor - no action required
ACC_0608,2026-08-01,Healthy,258254,-0.102,0.034,0.762,0.287,4,Monitor - no action required
ACC_0609,2026-08-01,Healthy,13427,0.176,0.69,0.571,0.544,4,Monitor - no action required
ACC_0610,2026-08-01,Healthy,8775,-0.006,-0.167,0.667,0.83,4,Monitor - no action required
ACC_0611,2026-08-01,Healthy,83210,0.11,0.136,0.888,0.373,4,Monitor - no action required
ACC_0612,2026-08-01,Churn Risk,12571,-0.462,-0.87,0.077,0.065,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0613,2026-08-01,Healthy,216339,0.257,0.191,0.545,0.585,4,Monitor - no action required
ACC_0614,2026-08-01,Healthy,200960,0.068,0.076,0.655,0.925,4,Monitor - no action required
ACC_0615,2026-08-01,Healthy,9688,0.122,-0.04,1.0,0.482,4,Monitor - no action required
ACC_0616,2026-08-01,Churn Risk,652,-0.508,-0.893,0.083,0.055,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0617,2026-08-01,Healthy,381580,0.063,0.361,0.556,0.692,4,Monitor - no action required
ACC_0618,2026-08-01,Healthy,23946,0.04,0.127,0.617,0.382,4,Monitor - no action required
ACC_0619,2026-08-01,Healthy,4014,0.065,0.097,0.5,0.927,4,Monitor - no action required
ACC_0620,2026-08-01,Low Adoption,26723,-0.296,-0.213,0.479,0.423,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0621,2026-08-01,Healthy,5605,-0.108,-0.133,0.8,0.359,4,Monitor - no action required
ACC_0622,2026-08-01,Healthy,11831,-0.109,-0.092,0.603,0.412,4,Monitor - no action required
ACC_0623,2026-08-01,Healthy,19454,-0.206,0.016,0.708,0.748,4,Monitor - no action required
ACC_0624,2026-08-01,Healthy,6107,0.233,0.794,0.6,0.524,4,Monitor - no action required
ACC_0625,2026-08-01,Low Adoption,2292,-0.107,-0.085,0.438,0.474,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0626,2026-08-01,Healthy,166458,0.061,0.021,0.682,1.08,4,Monitor - no action required
ACC_0627,2026-08-01,Healthy,212623,-0.176,-0.226,0.625,0.805,4,Monitor - no action required
ACC_0628,2026-08-01,Healthy,74909,-0.143,0.109,0.965,0.654,4,Monitor - no action required
ACC_0629,2026-08-01,Healthy,12539,-0.192,-0.128,0.95,0.447,4,Monitor - no action required
ACC_0630,2026-08-01,Healthy,19360,0.338,1.041,0.682,0.693,4,Monitor - no action required
ACC_0631,2026-08-01,Healthy,14420,-0.159,-0.185,0.63,0.378,4,Monitor - no action required
ACC_0632,2026-08-01,Healthy,25091,0.14,0.687,0.649,0.469,4,Monitor - no action required
ACC_0633,2026-08-01,Healthy,21325,-0.017,-0.151,0.836,0.315,4,Monitor - no action required
ACC_0634,2026-08-01,Healthy,111410,0.074,0.155,0.803,0.442,4,Monitor - no action required
ACC_0635,2026-08-01,Churn Risk,593,-0.565,-0.902,0.143,0.097,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0636,2026-08-01,Healthy,33998,-0.087,-0.083,0.538,0.408,4,Monitor - no action required
ACC_0637,2026-08-01,Healthy,29597,0.162,0.905,0.589,0.642,4,Monitor - no action required
ACC_0638,2026-08-01,Churn Risk,5310,-0.48,-0.869,0.071,0.055,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0639,2026-08-01,Healthy,7695,0.144,0.17,0.8,0.566,4,Monitor - no action required
ACC_0640,2026-08-01,Low Adoption,407976,0.244,0.847,0.419,0.708,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0641,2026-08-01,Healthy,8833,0.132,-0.053,0.625,0.296,4,Monitor - no action required
ACC_0642,2026-08-01,Expansion Opportunity,218594,0.181,0.566,0.846,0.664,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0643,2026-08-01,Healthy,36741,-0.012,-0.032,0.559,0.347,4,Monitor - no action required
ACC_0644,2026-08-01,Low Adoption,353210,0.205,0.444,0.387,0.522,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0645,2026-08-01,Healthy,88326,-0.054,0.302,0.796,0.451,4,Monitor - no action required
ACC_0646,2026-08-01,Healthy,37048,-0.116,-0.074,0.641,0.397,4,Monitor - no action required
ACC_0647,2026-08-01,Healthy,6177,-0.118,0.071,0.609,0.468,4,Monitor - no action required
ACC_0648,2026-08-01,Healthy,24862,-0.069,-0.063,0.5,0.772,4,Monitor - no action required
ACC_0649,2026-08-01,Low Adoption,537235,0.209,0.956,0.494,0.488,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0650,2026-08-01,Low Adoption,2863,-0.053,0.069,0.353,1.082,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0651,2026-08-01,Healthy,5338,0.119,0.134,0.812,0.903,4,Monitor - no action required
ACC_0652,2026-08-01,Healthy,32871,-0.053,-0.05,0.554,0.508,4,Monitor - no action required
ACC_0653,2026-08-01,Healthy,205768,-0.086,0.16,0.543,0.566,4,Monitor - no action required
ACC_0654,2026-08-01,Healthy,214368,-0.078,0.166,0.994,0.792,4,Monitor - no action required
ACC_0655,2026-08-01,Healthy,20459,0.026,-0.019,0.656,0.67,4,Monitor - no action required
ACC_0656,2026-08-01,Healthy,176298,0.09,0.026,0.549,0.787,4,Monitor - no action required
ACC_0657,2026-08-01,Healthy,36317,-0.102,0.099,0.532,1.083,4,Monitor - no action required
ACC_0658,2026-08-01,Healthy,6274,0.07,-0.029,0.692,0.76,4,Monitor - no action required
ACC_0659,2026-08-01,Healthy,184165,0.234,-0.063,0.639,0.464,4,Monitor - no action required
ACC_0660,2026-08-01,Churn Risk,2883,-0.492,-0.867,0.065,0.059,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0661,2026-08-01,Healthy,11021,0.193,0.588,0.545,0.447,4,Monitor - no action required
ACC_0662,2026-08-01,Expansion Opportunity,55164,0.215,0.742,0.854,0.586,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0663,2026-08-01,Healthy,192168,0.226,0.094,0.806,1.115,4,Monitor - no action required
ACC_0664,2026-08-01,Healthy,175441,0.135,0.148,0.598,0.792,4,Monitor - no action required
ACC_0665,2026-08-01,Healthy,189017,0.003,0.023,0.569,0.442,4,Monitor - no action required
ACC_0666,2026-08-01,Healthy,37779,-0.035,0.034,0.568,0.853,4,Monitor - no action required
ACC_0667,2026-08-01,Expansion Opportunity,11596,0.274,0.76,0.857,0.888,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0668,2026-08-01,Churn Risk,34849,-0.497,-0.891,0.096,0.071,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0669,2026-08-01,Healthy,256589,0.177,-0.165,0.941,0.417,4,Monitor - no action required
ACC_0670,2026-08-01,Healthy,3086,0.017,-0.171,1.0,0.615,4,Monitor - no action required
ACC_0671,2026-08-01,Healthy,211335,0.076,0.213,0.77,0.605,4,Monitor - no action required
ACC_0672,2026-08-01,Low Adoption,107823,-0.272,-0.155,0.48,0.743,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0673,2026-08-01,Low Adoption,52304,0.258,0.156,0.453,0.484,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0674,2026-08-01,Healthy,132940,-0.006,-0.218,0.565,0.497,4,Monitor - no action required
ACC_0675,2026-08-01,Healthy,34449,0.127,0.059,0.571,0.632,4,Monitor - no action required
ACC_0676,2026-08-01,Healthy,6358,-0.027,0.049,0.571,0.84,4,Monitor - no action required
ACC_0677,2026-08-01,Expansion Opportunity,22198,0.046,0.312,0.6,1.143,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0678,2026-08-01,Healthy,36895,0.186,-0.093,0.645,1.067,4,Monitor - no action required
ACC_0679,2026-08-01,Churn Risk,1212,-0.511,-0.86,0.055,0.06,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0680,2026-08-01,Churn Risk,5653,-0.515,-0.887,0.064,0.041,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0681,2026-08-01,Healthy,2919,-0.026,-0.167,0.571,0.368,4,Monitor - no action required
ACC_0682,2026-08-01,Low Adoption,195612,-0.035,0.161,0.493,0.435,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0683,2026-08-01,Churn Risk,3349,-0.531,-0.871,0.067,0.072,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0684,2026-08-01,Healthy,5519,0.069,-0.093,1.0,0.565,4,Monitor - no action required
ACC_0685,2026-08-01,Low Adoption,203016,0.114,0.582,0.44,0.586,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0686,2026-08-01,Low Adoption,8745,-0.117,-0.052,0.474,0.479,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0687,2026-08-01,Healthy,4010,-0.062,-0.174,0.545,0.45,4,Monitor - no action required
ACC_0688,2026-08-01,Low Adoption,140480,0.077,0.08,0.389,0.618,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0689,2026-08-01,Healthy,37081,0.146,0.426,0.509,0.586,4,Monitor - no action required
ACC_0690,2026-08-01,Healthy,123219,0.348,0.005,0.886,0.389,4,Monitor - no action required
ACC_0691,2026-08-01,Expansion Opportunity,394890,0.11,0.911,0.876,1.176,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0692,2026-08-01,Churn Risk,5550,-0.527,-0.853,0.086,0.078,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0693,2026-08-01,Churn Risk,19798,-0.517,-0.878,0.063,0.054,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0694,2026-08-01,Churn Risk,18043,-0.465,-0.873,0.119,0.074,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
