account_id,usage_month,active_seats,total_api_calls,credits_consumed,account_name,global_region,industry_vertical,contract_tier,total_licensed_seats,monthly_credit_allowance
ACC_0097,2026-06,10,4116,3572,BizCorp_0097,APAC,Retail,Standard,13,10753
ACC_0097,2026-07,10,4173,3727,BizCorp_0097,APAC,Retail,Standard,13,10753
ACC_0097,2026-08,11,4686,3696,BizCorp_0097,APAC,Retail,Standard,13,10753
ACC_0098,2026-03,49,20089,17791,BizCorp_0098,AMER,Financial Services,Premium,89,41702
ACC_0098,2026-04,46,26683,21947,BizCorp_0098,AMER,Financial Services,Premium,89,41702
ACC_0098,2026-05,47,20276,17390,BizCorp_0098,AMER,Financial Services,Premium,89,41702
ACC_0098,2026-06,47,25624,21356,BizCorp_0098,AMER,Financial Services,Premium,89,41702
ACC_0098,2026-07,50,23594,20491,BizCorp_0098,AMER,Financial Services,Premium,89,41702
ACC_0098,2026-08,51,27185,22132,BizCorp_0098,AMER,Financial Services,Premium,89,41702
ACC_0099,2026-03,24,37137,30710,BizCorp_0099,EMEA,Financial Services,Premium,43,58049
ACC_0099,2026-04,23,49911,38451,BizCorp_0099,EMEA,Financial Services,Premium,43,58049
ACC_0099,2026-05,27,43962,34676,BizCorp_0099,EMEA,Financial Services,Premium,43,58049
ACC_0099,2026-06,30,46060,41315,BizCorp_0099,EMEA,Financial Services,Premium,43,58049
ACC_0099,2026-07,36,62646,49578,BizCorp_0099,EMEA,Financial Services,Premium,43,58049
ACC_0099,2026-08,43,66019,59493,BizCorp_0099,EMEA,Financial Services,Premium,43,58049
ACC_0100,2026-03,9,7948,7214,BizCorp_0100,APAC,Manufacturing,Standard,18,10663
ACC_0100,2026-04,10,7994,6534,BizCorp_0100,APAC,Manufacturing,Standard,18,10663
ACC_0100,2026-05,10,8411,7029,BizCorp_0100,APAC,Manufacturing,Standard,18,10663
ACC_0100,2026-06,10,7004,5787,BizCorp_0100,APAC,Manufacturing,Standard,18,10663
ACC_0100,2026-07,9,7913,6852,BizCorp_0100,APAC,Manufacturing,Standard,18,10663
ACC_0100,2026-08,11,7333,5808,BizCorp_0100,APAC,Manufacturing,Standard,18,10663
